code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,enrollmentControls
RSM426H1,COMPG,S,37,21,ONLSYNC,4
RSM426H1,COMPG,S,37,37,ONLSYNC,4
RSM426H1,COMPG,S,37,18,ONLSYNC,4
RSM427H1,COMPG,F,50,22,ONLSYNC,3
RSM427H1,COMPG,F,50,46,ONLSYNC,3
RSM427H1,COMPG,S,19,19,CLASS,3
RSM427H1,COMPG,S,31,31,ONLSYNC,3
RSM429H1,COMPG,F,50,50,ONLASYNC,3
RSM429H1,COMPG,F,50,35,ONLASYNC,3
RSM429H1,COMPG,F,50,13,ONLASYNC,3
RSM430H1,COMPG,F,50,50,ONLSYNC,3
RSM430H1,COMPG,F,50,50,ONLSYNC,3
RSM430H1,COMPG,F,35,35,ONLSYNC,3
RSM430H1,COMPG,F,50,50,ONLSYNC,3
RSM430H1,COMPG,F,10,10,ONLSYNC,*
RSM430H1,COMPG,S,13,13,CLASS,3
RSM430H1,COMPG,S,37,37,ONLSYNC,3
RSM432H1,COMPG,S,13,13,CLASS,3
RSM432H1,COMPG,S,13,13,CLASS,3
RSM432H1,COMPG,S,10,10,CLASS,3
RSM432H1,COMPG,S,3,2,CLASS,*
RSM432H1,COMPG,S,7,6,ONLSYNC,*
RSM432H1,COMPG,S,37,37,ONLSYNC,3
RSM432H1,COMPG,S,37,37,ONLSYNC,3
RSM432H1,COMPG,S,25,25,ONLSYNC,3
RSM433H1,COMPG,S,10,10,CLASS,3
RSM433H1,COMPG,S,14,14,CLASS,3
RSM433H1,COMPG,S,14,14,CLASS,3
RSM433H1,COMPG,S,50,50,ONLSYNC,3
RSM433H1,COMPG,S,46,46,ONLSYNC,3
RSM433H1,COMPG,S,46,46,ONLSYNC,3
RSM434H1,COMPG,F,50,50,ONLSYNC,3
RSM434H1,COMPG,F,50,50,ONLSYNC,3
RSM434H1,COMPG,S,0,0,CLASS,3
RSM434H1,COMPG,S,0,0,CLASS,3
RSM434H1,COMPG,S,0,0,CLASS,*
RSM434H1,COMPG,S,15,14,ONLSYNC,*
RSM434H1,COMPG,S,35,35,ONLSYNC,3
RSM434H1,COMPG,S,15,15,ONLSYNC,3
RSM435H1,COMPG,F,50,50,ONLSYNC,3
RSM435H1,COMPG,F,50,50,ONLSYNC,3
RSM435H1,COMPG,F,50,50,ONLSYNC,3
RSM435H1,COMPG,F,50,50,ONLSYNC,3
RSM437H1,COMPG,S,15,15,CLASS,3
RSM437H1,COMPG,S,15,15,CLASS,3
RSM437H1,COMPG,S,11,11,CLASS,3
RSM437H1,COMPG,S,11,11,CLASS,3
RSM437H1,COMPG,S,35,35,ONLSYNC,3
RSM437H1,COMPG,S,35,35,ONLSYNC,3
RSM437H1,COMPG,S,35,35,ONLSYNC,3
RSM437H1,COMPG,S,35,35,ONLSYNC,3
RSM439H1,COMPG,F,50,50,ONLSYNC,*
RSM439H1,COMPG,F,50,50,ONLSYNC,*
RSM450H1,COMPG,F,13,13,CLASS,3
RSM450H1,COMPG,F,37,26,ONLSYNC,3
RSM450H1,COMPG,S,13,6,CLASS,3
RSM450H1,COMPG,S,20,0,CLASS,3
RSM450H1,COMPG,S,37,14,ONLSYNC,3
RSM450H1,COMPG,S,30,2,ONLSYNC,3
RSM452H1,COMPG,F,35,35,ONLSYNC,*
RSM454H1,COMPG,S,11,11,CLASS,4
RSM454H1,COMPG,S,35,19,ONLSYNC,4
RSM455H1,COMPG,S,11,6,CLASS,3
RSM455H1,COMPG,S,11,10,CLASS,3
RSM455H1,COMPG,S,35,24,ONLSYNC,3
RSM455H1,COMPG,S,35,16,ONLSYNC,3
RSM456H1,COMPG,S,13,13,CLASS,3
RSM456H1,COMPG,S,13,5,CLASS,3
RSM456H1,COMPG,S,37,15,ONLSYNC,3
RSM456H1,COMPG,S,37,13,ONLSYNC,3
RSM457H1,COMPG,F,50,50,ONLSYNC,3
RSM458H1,COMPG,S,15,15,CLASS,3
RSM458H1,COMPG,S,11,11,CLASS,3
RSM458H1,COMPG,S,35,34,ONLSYNC,3
RSM458H1,COMPG,S,35,5,ONLSYNC,3
RSM459H1,COMPG,F,32,32,ONLSYNC,3
RSM459H1,COMPG,S,7,7,CLASS,3
RSM459H1,COMPG,S,20,20,ONLSYNC,3
RSM461H1,COMPG,S,13,13,CLASS,3
RSM461H1,COMPG,S,13,13,CLASS,3
RSM461H1,COMPG,S,13,13,CLASS,3
RSM461H1,COMPG,S,22,22,ONLSYNC,3
RSM461H1,COMPG,S,22,22,ONLSYNC,3
RSM461H1,COMPG,S,22,6,ONLSYNC,3
RSM462H1,COMPG,F,50,50,ONLSYNC,3
RSM462H1,COMPG,F,50,34,ONLSYNC,3
RSM462H1,COMPG,S,13,13,CLASS,3
RSM462H1,COMPG,S,37,36,ONLSYNC,3
RSM464H1,COMPG,F,50,50,ONLSYNC,3
RSM466H1,COMPG,S,13,13,CLASS,3
RSM466H1,COMPG,S,37,32,ONLSYNC,3
RSM470H1,COMPG,F,14,2,CLASS,3
RSM470H1,COMPG,F,11,4,CLASS,3
RSM470H1,COMPG,F,36,8,ONLSYNC,3
RSM470H1,COMPG,F,35,6,ONLSYNC,3
RSM480H1,COMPG,F,13,13,CLASS,3
RSM480H1,COMPG,F,37,35,ONLSYNC,3
RSM480H1,COMPG,S,9,0,CLASS,3
RSM480H1,COMPG,S,13,8,CLASS,3
RSM480H1,COMPG,S,41,8,ONLSYNC,3
RSM480H1,COMPG,S,37,11,ONLSYNC,3
RSM482H1,COMPG,S,13,12,CLASS,3
RSM482H1,COMPG,S,37,11,ONLSYNC,3
RSM483H1,COMPG,F,50,26,ONLSYNC,3
RSM484H1,COMPG,F,13,12,CLASS,3
RSM484H1,COMPG,F,37,26,ONLSYNC,3
RSM484H1,COMPG,S,13,13,CLASS,3
RSM484H1,COMPG,S,37,37,ONLSYNC,3
RSM490H1,COMPG,S,13,13,CLASS,3
RSM490H1,COMPG,S,13,13,CLASS,3
RSM490H1,COMPG,S,37,37,ONLSYNC,3
RSM490H1,COMPG,S,37,37,ONLSYNC,3
RSM491H1,COMPG,S,13,13,CLASS,3
RSM491H1,COMPG,S,37,37,ONLSYNC,3
RSM493H1,COMPG,F,35,35,ONLSYNC,3
RSM494H1,COMPG,S,9,9,CLASS,3
RSM494H1,COMPG,S,41,26,ONLSYNC,3
RSM495H1,COMPG,F,13,13,CLASS,3
RSM495H1,COMPG,F,37,37,ONLSYNC,3
RSM495H1,COMPG,S,15,15,CLASS,3
RSM495H1,COMPG,S,35,35,ONLSYNC,3
RSM498Y1,COMPG,Y,20,11,ONLSYNC,
SDS199H1,SDST,F,13,13,CLASS,1
SDS199H1,SDST,F,12,12,ONLSYNC,1
JSU237H1,SDST,S,16,6,CLASS,*
JSU237H1,SDST,S,54,14,ONLSYNC,*
SDS255H1,SDST,S,18,18,CLASS,
SDS255H1,SDST,S,82,34,ONLSYNC,
SDS256H1,SDST,F,80,26,ONLSYNC,
SDS279H1,SDST,S,13,13,CLASS,
SDS279H1,SDST,S,57,37,ONLSYNC,
SDS345H1,SDST,F,20,4,CLASS,*
SDS345H1,SDST,F,25,5,ONLSYNC,*
SDS355H1,SDST,S,9,9,CLASS,
SDS355H1,SDST,S,39,19,ONLSYNC,
SDS365H1,SDST,F,60,23,ONLSYNC,*
SDS377H1,SDST,S,12,12,CLASS,
SDS377H1,SDST,S,33,15,ONLSYNC,
JPS378H1,POL,F,30,30,CLASS,*
JPS378H1,POL,F,40,40,ONLSYNC,*
SDS378H1,SDST,S,12,7,CLASS,
SDS378H1,SDST,S,33,9,ONLSYNC,
SDS380H1,SDST,F,18,10,CLASS,
SDS380H1,SDST,F,27,10,ONLSYNC,
SDS381H1,SDST,F,23,10,CLASS,*
SDS381H1,SDST,F,22,11,ONLSYNC,*
SDS382H1,SDST,S,12,6,CLASS,*
SDS382H1,SDST,S,33,5,ONLSYNC,*
SDS385H1,SDST,S,20,6,CLASS,
SDS385H1,SDST,S,25,4,ONLSYNC,
SDS425H1,SDST,S,5,5,CLASS,
SDS425H1,SDST,S,15,10,ONLSYNC,
JNS450H1,SDST,S,6,6,CLASS,*
JNS450H1,SDST,S,16,16,ONLSYNC,*
SDS460Y1,SDST,Y,10,3,CLASS,*
SDS460Y1,SDST,Y,10,1,ONLSYNC,*
SDS465H1,SDST,F,10,9,CLASS,
SDS465H1,SDST,F,10,7,ONLSYNC,
SDS470H1,SDST,S,8,8,CLASS,
SDS470H1,SDST,S,12,12,ONLSYNC,
SDS485H1,SDST,S,5,2,CLASS,
SDS485H1,SDST,S,15,1,ONLSYNC,
EST100H1,SLA,F,6,1,CLASS,
EST100H1,SLA,F,4,1,ONLSYNC,
FIN100H1,SLA,F,12,5,CLASS,
FIN100H1,SLA,F,8,3,ONLSYNC,
SLA100H1,SLA,F,4,4,CLASS,
SLA100H1,SLA,F,4,4,CLASS,
SLA100H1,SLA,F,16,11,CLASS,
SLA100H1,SLA,F,17,17,ONLSYNC,
SLA100H1,SLA,F,21,15,ONLSYNC,
SLA100H1,SLA,F,21,3,ONLSYNC,
EST101H1,SLA,S,7,0,CLASS,
EST101H1,SLA,S,8,1,ONLSYNC,
SLA101H1,SLA,S,8,6,CLASS,
SLA101H1,SLA,S,8,8,CLASS,
SLA101H1,SLA,S,25,10,ONLSYNC,
SLA101H1,SLA,S,25,5,ONLSYNC,
SLA105Y1,SLA,Y,8,1,CLASS,
SLA105Y1,SLA,Y,10,2,ONLSYNC,
SLA106H1,SLA,F,15,6,CLASS,
SLA106H1,SLA,F,12,5,ONLSYNC,
SLA107Y1,SLA,Y,12,9,CLASS,
SLA107Y1,SLA,Y,8,2,ONLSYNC,
SLA108Y1,SLA,Y,10,4,CLASS,
SLA108Y1,SLA,Y,8,6,ONLSYNC,
FIN110H1,SLA,S,12,3,CLASS,
FIN110H1,SLA,S,8,3,ONLSYNC,
SLA116H1,SLA,S,5,2,CLASS,
SLA116H1,SLA,S,22,1,ONLSYNC,
SLA196H1,SLA,F,8,8,CLASS,1
SLA196H1,SLA,F,17,5,ONLSYNC,1
SLA199H1,SLA,F,3,3,CLASS,1
SLA199H1,SLA,F,12,5,ONLSYNC,
EST200H1,SLA,F,4,0,CLASS,
EST200H1,SLA,F,11,4,ONLSYNC,
EST201H1,SLA,S,4,2,CLASS,
EST201H1,SLA,S,11,0,ONLSYNC,
SLA206H1,SLA,F,10,0,CLASS,
SLA206H1,SLA,F,17,2,ONLSYNC,
SLA207H1,SLA,S,5,0,CLASS,
SLA207H1,SLA,S,22,2,ONLSYNC,
SLA208Y1,SLA,Y,10,0,CLASS,
SLA208Y1,SLA,Y,8,1,ONLSYNC,
SLA210H1,SLA,F,10,10,CLASS,
SLA210H1,SLA,F,15,7,ONLSYNC,
SLA214H1,SLA,S,5,0,CLASS,
SLA214H1,SLA,S,15,3,ONLSYNC,
SLA215H1,SLA,F,18,3,CLASS,
SLA215H1,SLA,F,22,0,ONLSYNC,
SLA220Y1,SLA,Y,0,0,CLASS,
SLA220Y1,SLA,Y,9,2,CLASS,
SLA220Y1,SLA,Y,21,14,ONLSYNC,
SLA220Y1,SLA,Y,30,3,ONLSYNC,
SLA226H1,SLA,F,32,5,CLASS,
SLA226H1,SLA,F,13,11,ONLSYNC,
SLA227H1,SLA,F,10,0,CLASS,
SLA227H1,SLA,F,15,1,ONLSYNC,
SLA229H1,SLA,S,8,0,CLASS,
SLA229H1,SLA,S,32,2,ONLSYNC,
SLA234H1,SLA,F,6,6,CLASS,
SLA234H1,SLA,F,24,24,ONLSYNC,
SLA235H1,SLA,S,8,3,CLASS,
SLA235H1,SLA,S,32,1,ONLSYNC,
FIN236H1,SLA,S,12,1,CLASS,
FIN236H1,SLA,S,13,1,ONLSYNC,
SLA238H1,SLA,F,23,0,CLASS,
SLA238H1,SLA,F,2,2,ONLSYNC,
SLA245H1,SLA,S,8,8,CLASS,
SLA245H1,SLA,S,42,13,ONLSYNC,
SLA247H1,SLA,S,9,1,CLASS,
SLA247H1,SLA,S,21,3,ONLSYNC,
SLA248H1,SLA,S,5,1,CLASS,
SLA248H1,SLA,S,20,4,ONLSYNC,
SLA252H1,SLA,S,32,8,CLASS,
SLA252H1,SLA,S,68,5,ONLSYNC,
SLA256H1,SLA,S,26,25,CLASS,
SLA256H1,SLA,S,74,16,ONLSYNC,
FIN260H1,SLA,S,9,6,CLASS,
FIN260H1,SLA,S,41,7,ONLSYNC,
SLA266H1,SLA,F,32,0,CLASS,
SLA266H1,SLA,F,8,3,ONLSYNC,
SLA268H1,SLA,F,15,2,CLASS,
SLA268H1,SLA,F,15,5,ONLSYNC,
FIN300H1,SLA,F,3,1,CLASS,
FIN300H1,SLA,F,12,0,ONLSYNC,
SLA306H1,SLA,F,23,2,CLASS,
SLA306H1,SLA,F,2,2,ONLSYNC,
SLA308Y1,SLA,Y,13,0,CLASS,
SLA308Y1,SLA,Y,5,0,ONLSYNC,
SLA311H1,SLA,F,28,9,CLASS,
SLA311H1,SLA,F,12,7,ONLSYNC,
SLA312H1,SLA,S,37,14,CLASS,
SLA312H1,SLA,S,33,7,ONLSYNC,
SLA320Y1,SLA,Y,10,0,CLASS,
SLA320Y1,SLA,Y,8,7,ONLSYNC,
SLA322H1,SLA,S,5,1,CLASS,
SLA322H1,SLA,S,20,6,ONLSYNC,
SLA323H1,SLA,S,10,1,CLASS,
SLA323H1,SLA,S,25,4,ONLSYNC,
SLA330H1,SLA,S,2,0,CLASS,
SLA330H1,SLA,S,13,4,ONLSYNC,
SLA336H1,SLA,S,7,2,CLASS,
SLA336H1,SLA,S,11,1,ONLSYNC,
SLA337H1,SLA,S,4,3,CLASS,
SLA337H1,SLA,S,16,5,ONLSYNC,
FIN340H1,SLA,S,3,1,CLASS,
FIN340H1,SLA,S,12,1,ONLSYNC,
SLA343H1,SLA,S,6,4,CLASS,
SLA343H1,SLA,S,34,3,ONLSYNC,
SLA346H1,SLA,S,15,6,CLASS,
SLA346H1,SLA,S,20,5,ONLSYNC,
SLA357H1,SLA,S,5,5,CLASS,
SLA357H1,SLA,S,20,1,ONLSYNC,
SLA358H1,SLA,S,5,0,CLASS,
SLA358H1,SLA,S,20,0,ONLSYNC,
SLA410H1,SLA,S,5,2,CLASS,
SLA410H1,SLA,S,20,1,ONLSYNC,
SLA420Y1,SLA,Y,10,2,CLASS,
SLA420Y1,SLA,Y,5,1,ONLSYNC,
SLA421H1,SLA,F,10,3,CLASS,
SLA421H1,SLA,F,10,0,ONLSYNC,
SLA422H1,SLA,S,2,2,CLASS,
SLA422H1,SLA,S,18,1,ONLSYNC,
SWK301H1,SWK,S,0,0,ONLASYNC,
SOC100H1,SOC,F,1395,1382,ONLASYNC,
SOC100H1,SOC,F,25,2,ONLASYNC,*
SOC100H1,SOC,F,80,64,ONLASYNC,*
SOC100H1,SOC,S,150,86,ONLASYNC,*
SOC100H1,SOC,S,550,550,ONLASYNC,
SOC150H1,SOC,S,735,735,ONLASYNC,
SOC150H1,SOC,S,15,2,ONLASYNC,*
SOC196H1,SOC,S,12,1,CLASS,1
SOC196H1,SOC,S,13,3,ONLSYNC,1
SOC197H1,SOC,S,10,10,CLASS,1
SOC197H1,SOC,S,20,14,ONLSYNC,1
SOC199Y1,SOC,Y,16,16,CLASS,1
SOC199Y1,SOC,Y,14,14,ONLSYNC,1
SOC201H1,SOC,F,23,23,CLASS,*
SOC201H1,SOC,F,23,22,CLASS,*
SOC201H1,SOC,F,77,72,ONLSYNC,*
SOC201H1,SOC,F,77,48,ONLSYNC,*
SOC201H1,SOC,S,19,6,CLASS,*
SOC201H1,SOC,S,51,15,ONLSYNC,*
SOC202H1,SOC,F,100,92,ONLASYNC,*
SOC202H1,SOC,F,22,19,CLASS,*
SOC202H1,SOC,F,48,12,ONLSYNC,*
SOC202H1,SOC,S,19,15,CLASS,*
SOC202H1,SOC,S,81,24,ONLSYNC,*
SOC204H1,SOC,F,100,55,ONLSYNC,*
SOC204H1,SOC,F,100,86,ONLASYNC,*
SOC204H1,SOC,S,22,22,CLASS,*
SOC204H1,SOC,S,48,24,ONLSYNC,*
SOC205H1,SOC,F,28,28,CLASS,
SOC205H1,SOC,F,102,92,ONLSYNC,
SOC207H1,SOC,S,28,28,CLASS,
SOC207H1,SOC,S,102,93,ONLSYNC,
SOC208H1,SOC,S,23,20,CLASS,
SOC208H1,SOC,S,107,45,ONLSYNC,
SOC209H1,SOC,F,33,32,CLASS,
SOC209H1,SOC,F,97,57,ONLSYNC,
SOC210H1,SOC,S,22,22,CLASS,
SOC210H1,SOC,S,108,60,ONLSYNC,
SOC212H1,SOC,F,28,28,CLASS,
SOC212H1,SOC,F,102,102,ONLSYNC,
SOC212H1,SOC,S,26,26,CLASS,
SOC212H1,SOC,S,104,104,ONLSYNC,
SOC220H1,SOC,F,28,28,CLASS,
SOC220H1,SOC,F,102,59,ONLSYNC,
SOC243H1,SOC,F,130,85,ONLASYNC,
SOC249H1,SOC,F,22,10,CLASS,
SOC249H1,SOC,F,108,20,ONLSYNC,
SOC250Y1,SOC,Y,23,8,CLASS,
SOC250Y1,SOC,Y,107,24,ONLSYNC,
SOC251H1,SOC,F,16,16,CLASS,*
SOC251H1,SOC,F,34,34,ONLSYNC,*
SOC251H1,SOC,S,20,20,CLASS,*
SOC251H1,SOC,S,100,96,ONLSYNC,*
SOC252H1,SOC,F,12,12,CLASS,*
SOC252H1,SOC,F,38,31,ONLSYNC,*
SOC252H1,SOC,S,16,16,CLASS,*
SOC252H1,SOC,S,54,54,ONLSYNC,*
SOC254H1,SOC,F,70,66,ONLASYNC,*
SOC254H1,SOC,S,28,28,CLASS,*
SOC254H1,SOC,S,92,70,ONLSYNC,*
SOC265H1,SOC,F,18,18,CLASS,
SOC265H1,SOC,F,112,72,ONLSYNC,
SOC270H1,SOC,S,25,15,CLASS,
SOC270H1,SOC,S,105,27,ONLSYNC,
SOC280H1,SOC,F,28,17,CLASS,
SOC280H1,SOC,F,102,49,ONLSYNC,
SOC282H1,SOC,S,28,24,CLASS,
SOC282H1,SOC,S,102,78,ONLSYNC,
SOC296H1,SOC,S,25,15,CLASS,
SOC296H1,SOC,S,105,30,ONLSYNC,
SOC306H1,SOC,F,26,26,CLASS,
SOC306H1,SOC,F,2,0,CLASS,*
SOC306H1,SOC,F,104,58,ONLSYNC,
SOC306H1,SOC,F,8,0,ONLSYNC,*
SOC312H1,SOC,F,32,20,CLASS,
SOC312H1,SOC,F,98,53,ONLSYNC,
SOC321H1,SOC,S,6,6,CLASS,*
SOC321H1,SOC,S,24,24,ONLSYNC,*
SOC326H1,SOC,F,12,12,CLASS,*
SOC326H1,SOC,F,18,18,ONLSYNC,*
SOC330H1,SOC,S,12,12,CLASS,*
SOC330H1,SOC,S,18,18,ONLSYNC,*
SOC331H1,SOC,S,8,8,CLASS,*
SOC331H1,SOC,S,22,22,ONLSYNC,*
SOC335H1,SOC,S,9,9,CLASS,*
SOC335H1,SOC,S,21,21,ONLSYNC,*
SOC340H1,SOC,S,11,10,CLASS,*
SOC340H1,SOC,S,19,19,ONLSYNC,*
SOC345H1,SOC,S,12,12,CLASS,*
SOC345H1,SOC,S,18,18,ONLSYNC,*
SOC348H1,SOC,F,8,7,CLASS,*
SOC348H1,SOC,F,22,22,ONLSYNC,*
SOC349H1,SOC,S,12,6,CLASS,*
SOC349H1,SOC,S,18,9,ONLSYNC,*
SOC350H1,SOC,F,30,30,ONLASYNC,*
SOC351H1,SOC,F,23,13,CLASS,*
SOC351H1,SOC,F,7,7,ONLSYNC,*
SOC352H1,SOC,F,8,8,CLASS,*
SOC352H1,SOC,F,22,9,ONLSYNC,*
SOC353H1,SOC,F,9,4,CLASS,*
SOC353H1,SOC,F,21,15,ONLSYNC,*
SOC354H1,SOC,S,17,17,CLASS,*
SOC354H1,SOC,S,13,13,ONLSYNC,*
SOC360H1,SOC,S,28,23,CLASS,
SOC360H1,SOC,S,102,96,ONLSYNC,
SOC363H1,SOC,F,28,28,CLASS,
SOC363H1,SOC,F,102,102,ONLSYNC,
SOC365H1,SOC,S,14,14,CLASS,
SOC365H1,SOC,S,86,60,ONLSYNC,
SOC367H1,SOC,F,28,28,CLASS,
SOC367H1,SOC,F,102,102,ONLSYNC,
SOC372H1,SOC,F,18,13,CLASS,
SOC372H1,SOC,F,82,26,ONLSYNC,
SOC386H1,SOC,S,23,17,CLASS,
SOC386H1,SOC,S,2,0,CLASS,*
SOC386H1,SOC,S,107,40,ONLSYNC,
SOC386H1,SOC,S,8,0,ONLSYNC,*
SOC387H1,SOC,S,6,1,CLASS,
SOC387H1,SOC,S,24,1,ONLSYNC,
SOC388H1,SOC,S,23,23,CLASS,
SOC388H1,SOC,S,107,57,ONLSYNC,
SOC393H1,SOC,S,18,17,CLASS,
SOC393H1,SOC,S,82,17,ONLSYNC,
SOC394H1,SOC,S,16,8,CLASS,
SOC394H1,SOC,S,84,9,ONLSYNC,
SOC395H1,SOC,F,30,3,ONLASYNC,
SOC408H1,SOC,F,5,5,CLASS,4
SOC408H1,SOC,F,10,10,ONLSYNC,4
SOC409H1,SOC,S,5,3,CLASS,4
SOC409H1,SOC,S,10,4,ONLSYNC,4
SOC412H1,SOC,S,5,5,CLASS,4
SOC412H1,SOC,S,10,10,ONLSYNC,4
SOC463H1,SOC,F,5,5,CLASS,4
SOC463H1,SOC,F,10,10,ONLSYNC,4
SOC465H1,SOC,S,5,5,CLASS,4
SOC465H1,SOC,S,10,5,ONLSYNC,4
SOC478H1,SOC,S,5,5,CLASS,4
SOC478H1,SOC,S,10,8,ONLSYNC,4
SOC481H1,SOC,F,5,3,CLASS,4
SOC481H1,SOC,F,10,9,ONLSYNC,4
SOC483H1,SOC,F,5,1,CLASS,4
SOC483H1,SOC,F,10,7,ONLSYNC,4
SOC485H1,SOC,F,5,3,CLASS,4
SOC485H1,SOC,F,10,3,ONLSYNC,4
SOC489H1,SOC,F,12,5,CLASS,4
SOC489H1,SOC,F,3,3,ONLSYNC,4
SOC493H1,SOC,S,6,5,CLASS,4
SOC493H1,SOC,S,9,9,ONLSYNC,4
SOC494H1,SOC,F,5,5,CLASS,4
SOC494H1,SOC,F,10,10,ONLSYNC,4
SOC495H1,SOC,S,5,0,CLASS,4
SOC495H1,SOC,S,10,5,ONLSYNC,4
SOC496H1,SOC,S,6,5,CLASS,4
SOC496H1,SOC,S,9,9,ONLSYNC,4
SOC497H1,SOC,S,6,2,CLASS,4
SOC497H1,SOC,S,9,3,ONLSYNC,4
SOC498H1,SOC,F,5,4,CLASS,4
SOC498H1,SOC,F,10,0,ONLSYNC,4
SAS114H1,SAS,F,16,7,CLASS,1
SAS114H1,SAS,F,32,12,ONLSYNC,1
SAS318H1,SAS,S,9,1,CLASS,*
SAS318H1,SAS,S,41,6,ONLSYNC,*
PRT100Y1,SPA,Y,40,22,ONLSYNC,
SPA100Y1,SPA,Y,75,52,ONLSYNC,1
SPA100Y1,SPA,Y,75,70,ONLSYNC,1
SPA100Y1,SPA,Y,75,38,ONLSYNC,1
SPA100Y1,SPA,Y,75,36,ONLSYNC,1
SPA100Y1,SPA,Y,75,38,ONLSYNC,1
SPA100Y1,SPA,Y,75,20,ONLSYNC,1
SPA100Y1,SPA,Y,75,32,ONLSYNC,1
SPA100Y1,SPA,Y,75,7,ONLSYNC,1
SPA120Y1,SPA,Y,40,31,ONLASYNC,
SPA195H1,SPA,S,16,16,CLASS,1
SPA195H1,SPA,S,9,9,ONLSYNC,1
SPA197H1,SPA,S,12,6,CLASS,1
SPA197H1,SPA,S,13,0,ONLSYNC,1
LAS200H1,SPA,F,48,34,ONLSYNC,
LAS201H1,SPA,S,27,4,CLASS,
LAS201H1,SPA,S,21,18,ONLSYNC,
PRT219Y1,SPA,Y,25,7,ONLSYNC,
SPA219Y1,SPA,Y,35,16,ONLSYNC,
PRT220Y1,SPA,Y,20,8,ONLSYNC,
SPA220Y1,SPA,Y,50,31,ONLSYNC,
SPA220Y1,SPA,Y,50,32,ONLSYNC,
SPA220Y1,SPA,Y,50,50,ONLSYNC,
SPA220Y1,SPA,Y,50,50,ONLSYNC,
PRT221H1,SPA,F,25,4,ONLSYNC,
SPA221H1,SPA,S,10,10,CLASS,
SPA221H1,SPA,S,20,20,ONLSYNC,
PRT250H1,SPA,F,25,9,ONLSYNC,
PRT258H1,SPA,S,20,5,ONLSYNC,
SPA258H1,SPA,S,10,10,CLASS,
SPA258H1,SPA,S,20,20,ONLSYNC,
SPA259H1,SPA,F,30,30,ONLSYNC,
LAS301H1,SPA,F,25,23,ONLSYNC,
LAS302H1,SPA,S,8,8,CLASS,
LAS302H1,SPA,S,27,15,ONLSYNC,
PRT320Y1,SPA,Y,25,7,ONLSYNC,
SPA320Y1,SPA,Y,40,40,ONLSYNC,
SPA320Y1,SPA,Y,40,27,ONLSYNC,
SPA320Y1,SPA,Y,40,39,ONLSYNC,
PRT322H1,SPA,F,25,4,ONLSYNC,
SPA322H1,SPA,F,11,11,CLASS,
SPA322H1,SPA,F,24,24,ONLSYNC,
SPA323H1,SPA,S,9,9,CLASS,
SPA323H1,SPA,S,31,31,ONLSYNC,
SPA326H1,SPA,S,10,7,CLASS,
SPA326H1,SPA,S,25,15,ONLSYNC,
SPA341H1,SPA,F,15,7,CLASS,
SPA341H1,SPA,F,20,11,ONLSYNC,
SPA352H1,SPA,S,9,4,CLASS,
SPA352H1,SPA,S,21,2,ONLSYNC,
PRT358H1,SPA,F,25,1,ONLSYNC,
PRT364H1,SPA,F,25,7,ONLSYNC,
SPA375H1,SPA,F,80,67,ONLASYNC,
SPA382H1,SPA,F,35,28,ONLSYNC,
SPA387H1,SPA,S,16,4,CLASS,
SPA387H1,SPA,S,19,5,ONLSYNC,
PRT420H1,SPA,S,25,7,ONLSYNC,
SPA420H1,SPA,S,12,6,CLASS,
SPA420H1,SPA,S,23,14,ONLSYNC,
SPA423H1,SPA,F,35,2,ONLSYNC,
SPA425H1,SPA,S,7,3,CLASS,
SPA425H1,SPA,S,28,4,ONLSYNC,
SPA454H1,SPA,S,12,8,CLASS,
SPA454H1,SPA,S,23,10,ONLSYNC,
SPA488H1,SPA,F,35,5,ONLSYNC,
SMC120H1,SMC,S,9,9,CLASS,
SMC120H1,SMC,S,21,5,ONLSYNC,
SMC141Y1,SMC,Y,20,6,ONLSYNC,
SMC155H1,SMC,S,6,5,CLASS,
SMC155H1,SMC,S,14,7,ONLSYNC,
SMC165H1,SMC,S,8,6,CLASS,
SMC165H1,SMC,S,22,7,ONLSYNC,
SMC188H1,SMC,S,4,3,CLASS,
SMC188H1,SMC,S,36,22,ONLSYNC,
SMC189H1,SMC,S,4,1,CLASS,
SMC189H1,SMC,S,36,10,ONLSYNC,
SMC195H1,SMC,S,4,4,CLASS,1
SMC195H1,SMC,S,21,9,ONLSYNC,1
SMC197H1,SMC,F,15,11,CLASS,1
SMC197H1,SMC,F,10,5,ONLSYNC,1
SMC198H1,SMC,F,25,25,ONLASYNC,1
CSC199H1,CSC,F,30,30,ONLSYNC,1
SMC199H1,SMC,F,25,25,ONLSYNC,1
SMC200H1,SMC,S,8,8,CLASS,
SMC200H1,SMC,S,22,19,ONLSYNC,
SMC203Y1,SMC,Y,12,12,CLASS,
SMC203Y1,SMC,Y,23,19,ONLSYNC,
SMC210H1,SMC,F,30,30,ONLSYNC,
SMC211H1,SMC,S,0,0,CLASS,
SMC211H1,SMC,S,50,18,ONLSYNC,
SMC212H1,SMC,S,8,7,CLASS,
SMC212H1,SMC,S,22,10,ONLSYNC,
SMC213H1,SMC,S,6,6,CLASS,
SMC213H1,SMC,S,19,9,ONLSYNC,
SMC218H1,SMC,S,8,8,CLASS,
SMC218H1,SMC,S,22,20,ONLSYNC,
SMC219Y1,SMC,Y,205,95,ONLSYNC,*
SMC222H1,SMC,F,17,2,CLASS,
